Iteration,beta1_1011,beta1_1112,beta1_1213,beta1_1314,beta1_1415,beta1_1516,beta1_1617,beta1_1718,beta1_1819,beta1_1920,beta2_1011,beta2_1112,beta2_1213,beta2_1314,beta2_1415,beta2_1516,beta2_1617,beta2_1718,beta2_1819,beta2_1920,eta1_1011,eta1_1112,eta1_1213,eta1_1314,eta1_1415,eta1_1516,eta1_1617,eta1_1718,eta1_1819,eta1_1920,eta2_1011,eta2_1112,eta2_1213,eta2_1314,eta2_1415,eta2_1516,eta2_1617,eta2_1718,eta2_1819,eta2_1920,alpha1,gamma1,alpha2,gamma2,pi_<6m,pi_6-12m,pi_1,pi_2-4,pi_5-17,pi_18-49,pi_50-64,pi_65-74,pi_75+,lh1_<6m,lh1_6-12m,lh1_1,lh1_2-4,lh1_5-17,lh1_18-49,lh1_50-64,lh1_65-74,lh1_75+,lh2_<6m,lh2_6-12m,lh2_1,lh2_2-4,lh2_5-17,lh2_18-49,lh2_50-64,lh2_65-74,lh2_75+,kappa1_0-4,kappa1_5-14,kappa1_15-64,kappa1_65+,kappa2_0-4,kappa2_5-14,kappa2_15-64,kappa2_65+,omega1,psi1,delta1,sigma1,theta1,omega2,psi2,delta2,sigma2,theta2,Loglik,Accepted,Season
0,1.99010422335311,2.77213284584828,2.16356098604676,2.43303519487893,2.91611232644424,2.33251146798499,2.4717392378374,2.58410490841624,2.65245980616948,1.94133824201538,1.93401761509686,1.71909831070648,2.26656619661434,2.7758934154122,1.64283372900459,1.63745081748587,1.78575839532267,1.72077882176365,2.02635341620075,1.75198397341587,-18.0836527807836,-4.09926637319795,-9.9883340950927,-9.19346680645736,-5.321999724327,-5.99964643364876,-10.3680670219343,-9.2517347241979,-6.29410630952487,-14.884165712752,-10.9618092911408,-16.8040596383651,-31.3867054824927,-33.4176260922538,-16.1287985633136,-16.9468538042622,-17.3784563719416,-16.8069972222413,-13.8518246790737,-16.8188406811712,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.04948219794825,-2.40647820699464,-2.5629740039663,-3.02169521344235,-3.99792079319587,-3.97295758703965,-3.33763046746428,-2.66560931533877,-2.13135316111858,-1.20570377372657,-1.82432224620391,-2.25323856310866,-2.91731485713992,-4.95016985700503,-5.0744064506473,-4.04283405515352,-3.36361705334209,-2.6754304736988,0.0598552809384781,0.0154723395747124,0.0417213683091629,0.0231084534083383,0.039352870822393,0.0101707707355609,0.0114518785932637,0.00887857475822757,1000,1000.00000008027,1.95101094719437,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,NA,NA,All
50,1.97620387353124,2.73902344588152,2.16136524442455,2.44038741016388,2.8718895500982,2.32992466646332,2.50478196554191,2.5738651405924,2.5809175317477,1.93048399609509,1.97128809272202,1.65519097099853,2.26718005060996,2.83341819932345,1.6149652078048,1.61414683570756,1.75557182504019,1.66246226085073,2.0758246534889,1.77671112603416,-18.1222343062205,-4.13818031767378,-9.87672749614419,-9.2366781367889,-5.35215755406949,-5.9332715877414,-10.4548408755622,-9.16782470240337,-6.24948742365717,-14.8908652730281,-10.9745830021825,-16.859805688824,-31.3283711750773,-33.6284416342797,-16.1967654609548,-16.9630988827509,-17.2523755301295,-16.7693281662513,-13.7189633772691,-16.7092707638826,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.03261735207253,-2.40734318786864,-2.5572871401487,-3.02577612975788,-3.99256771945634,-3.98373014474134,-3.34138123010282,-2.68056814830447,-2.14713537912432,-1.19408638716291,-1.83290427083638,-2.26458036864532,-2.89282121516406,-4.96345526156462,-5.09086406989248,-4.05526841742396,-3.35397711934955,-2.68762118008155,0.0596400361908237,0.0207583121033855,0.0406851151773483,0.0222640243831523,0.0393553989481616,0.00953675357324725,0.0153021826670314,0.00509872800490605,1000,1000.00000008027,1.68172425047691,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-17423.878288797,1,19/20
100,1.90328230025175,2.72625545794204,2.17168739766063,2.43425708451937,2.88717169950059,2.22917225569718,2.46007916884407,2.52713112310903,2.56314220150058,1.9145408037817,1.97493500037322,1.68907426645061,2.31652788361215,2.82952150179625,1.56402184960386,1.63496651511058,1.75253094052535,1.61948514708861,2.10829051090649,1.7921744642758,-18.1475637018218,-3.92349493717958,-10.0124237437685,-9.31655206876393,-5.35362410091191,-5.80041679466787,-10.4579581753702,-8.97745580307482,-6.17027193039233,-14.7446312741172,-10.9041803039732,-16.7637012104215,-31.3495087124098,-33.7424055662496,-16.2970976757833,-17.0677763359483,-17.2399973339545,-16.8698509422056,-13.6541143618577,-16.640895991277,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.02470450094362,-2.39750280428122,-2.56276246907021,-3.02185259533737,-3.99212279999969,-3.98847357035464,-3.35977350386937,-2.70561962132834,-2.16714600123944,-1.17479111369656,-1.83097230970528,-2.26894309034762,-2.90265320045511,-4.94788520401077,-5.09820342437745,-4.08639545837689,-3.33634077105272,-2.65810589987151,0.0602697634041778,0.0213338242369818,0.0406110262638957,0.025593674696896,0.0385159837383166,0.0103345606320184,0.0183368085446881,0.00290411974279184,1000,1000.00000008027,1.67684746458824,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-17162.12481784,0,19/20
150,1.95056793953788,2.73507654640946,2.17494142980118,2.44698414047431,2.82807277911263,2.23387774630545,2.43198144551321,2.42302723467286,2.49701163870821,1.94909951213528,1.89421887124431,1.70104194679862,2.3154862942366,2.74350931663609,1.58439455161331,1.62493993395043,1.75619337566224,1.63807726838318,2.16729455149329,1.78184846660167,-18.1263268442026,-3.82350149138404,-10.044087354795,-9.36640611750932,-5.32592194683929,-5.76085858536813,-10.5213679836451,-8.99316504695659,-6.17466183667064,-14.6613043472093,-10.7609282261644,-16.6926628195802,-31.1956107116622,-33.7179992070527,-16.2837446793957,-17.2886497834034,-17.194039657291,-16.8123300377516,-13.7620590908796,-16.6188279498283,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.02935199820916,-2.39275576579714,-2.56628003250045,-3.03839418189774,-3.98541192883096,-3.97917748517804,-3.36050119376404,-2.7057051699761,-2.16642920842184,-1.15021390268695,-1.81499534013443,-2.26733663891718,-2.90388118785045,-4.94748874161439,-5.10213616590512,-4.09764526243633,-3.34822383265462,-2.66386971042533,0.0624282243497284,0.0224146584267614,0.0419211749697343,0.0261880104050128,0.0390971455724212,0.0126161735350543,0.0191670334115901,0.00461768615764753,1000,1000.00000008027,1.38505850045415,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16983.3932096388,1,19/20
200,1.96453737612707,2.73998138252928,2.13809489744845,2.42958481806699,2.82644543635551,2.27045489456732,2.41277937283509,2.42939099020127,2.44431778831121,1.99631787236417,1.94196249865171,1.70886303444606,2.30734383903856,2.83856046665471,1.55539278851162,1.6213198205236,1.78139539628126,1.65380422291206,2.16203647029216,1.78831381100075,-18.2251234638659,-3.82306635087176,-10.1228338643615,-9.31115667358475,-5.20633888548095,-5.93424429342964,-10.450154262726,-9.03530254124269,-6.23489939739537,-14.7114599545119,-10.7180445439536,-16.8174566898454,-31.1194638424545,-33.6707821619821,-16.2004219020929,-17.152331722345,-17.2147223078449,-16.8639521259769,-13.7779830264203,-16.6074634125221,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.0282389251099,-2.39050934622914,-2.56966746412137,-3.03714699014966,-3.98277615635153,-3.97454149140849,-3.34940029787365,-2.70968434820423,-2.16469544788717,-1.14392318481304,-1.80963534700589,-2.26728042904735,-2.9085689363395,-4.95461137075868,-5.08746658665274,-4.09475817707582,-3.36365095074482,-2.66380075207856,0.061764511408087,0.022400878120432,0.0440232229690609,0.026374343653109,0.0398968970154414,0.0129461313173122,0.0213448137099221,0.00558863606847238,1000,1000.00000008027,1.0177310001957,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16906.305584901,1,19/20
250,1.98115835537715,2.73998138252928,2.14150727672564,2.41480545729519,2.82011636181283,2.28939119482749,2.37925760432625,2.44051800458965,2.43229778600025,1.98372604266353,1.9601190785006,1.70886303444606,2.30756700875831,2.83411368832081,1.59898977110001,1.63622453814532,1.78114891489248,1.71930815326957,2.15353301164449,1.769260251687,-18.1791440713362,-3.82306635087176,-10.1184942741897,-9.34973653662498,-5.14337931210325,-5.87475386021183,-10.5318337949929,-8.95231164798158,-6.16638063217176,-14.6510396689048,-10.6296816349147,-16.8174566898454,-31.2069879309685,-33.7871023491027,-15.9297465961393,-17.1624433432351,-17.277257060837,-16.7960109859817,-13.7067322623683,-16.6442308550899,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.05454310090013,-2.38027878792368,-2.57086306977678,-3.0467950537809,-3.99016022436673,-3.96907160298616,-3.3462396009543,-2.71583675528059,-2.16737437663319,-1.1700062147878,-1.80227641560929,-2.25326929874355,-2.91925428403849,-4.95881945955323,-5.0738588451352,-4.08446645626268,-3.36375931166174,-2.66104989154442,0.0617500946490631,0.0185257450676419,0.0453104345272227,0.0245026488230065,0.040762115681504,0.0128570878611465,0.0228765293895937,0.00783360144743857,1000,1000.00000008027,1.31153020046534,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16863.820645423,1,18/19
300,1.98115835537715,2.73952897219678,2.14845860587228,2.42775661477389,2.82011636181283,2.28939119482749,2.39046258581035,2.42081663574611,2.41481697872508,1.96931933206591,1.9601190785006,1.71723364729649,2.32777671385228,2.81464242936542,1.59898977110001,1.63622453814532,1.77109797894421,1.71111888398453,2.11909497980269,1.78292305553086,-18.1791440713362,-3.73261606350236,-10.0466257997916,-9.45531294351305,-5.14337931210325,-5.87475386021183,-10.3077186848219,-9.07729282607861,-6.03208727226072,-14.7361566145556,-10.6296816349147,-16.7831320253075,-31.269208849994,-33.8166044308338,-15.9297465961393,-17.1624433432351,-17.3186399113892,-16.8589964377498,-13.6658259685668,-16.6379840281142,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.0460956583977,-2.38727552635701,-2.56620581596753,-3.03959109761228,-4.00081663639655,-3.98096128491996,-3.33866698931208,-2.71079170105673,-2.16105181139952,-1.17417354541897,-1.81014690635871,-2.25922673680081,-2.9127205969095,-4.96675205581559,-5.07851662219252,-4.07599859015293,-3.37129910325698,-2.67098491956602,0.0628800121953198,0.0180499770372067,0.045501394688056,0.02414623664295,0.0420208481463301,0.0138317340517916,0.023216142162408,0.00798835898363401,1000,1000.00000008027,1.41143397348901,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16856.7293989818,1,18/19
350,1.98115835537715,2.74723034265788,2.14634753212169,2.41247098518135,2.82011636181283,2.28939119482749,2.3742160079601,2.42838001253484,2.4278959347623,1.96368169940635,1.9601190785006,1.70260491210781,2.322108988958,2.80225024318849,1.59898977110001,1.63622453814532,1.80564040691176,1.67697953222844,2.04043826899326,1.79813809735271,-18.1791440713362,-3.88946152483347,-10.1281066466556,-9.48618283628372,-5.14337931210325,-5.87475386021183,-10.357215359112,-9.07707531196905,-5.89343168871327,-14.7033127232561,-10.6296816349147,-16.8125509624999,-31.2883500516693,-33.8599687856303,-15.9297465961393,-17.1624433432351,-17.2921155433956,-16.9076943136518,-13.7863907172319,-16.7028554032606,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.04522144364779,-2.39420123211859,-2.56522290250902,-3.03498110068286,-3.99564519518585,-3.99014350361,-3.33529970740145,-2.71395059624297,-2.15995602645296,-1.17957020711621,-1.80145154891426,-2.25258015904158,-2.90251457251547,-4.96622299277913,-5.07689682628583,-4.06976658673825,-3.36531321361572,-2.66033511526636,0.0635453385823352,0.0193481747719159,0.0428405300879398,0.0229886322238295,0.0407088860298653,0.0105495857691361,0.0245775404005885,0.00846605432680267,1000,1000.00000008027,1.37992674004546,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16841.76595787,1,18/19
400,1.98115835537715,2.73214988108019,2.1308408085857,2.39043186832266,2.82011636181283,2.28939119482749,2.33795709517854,2.40993902646843,2.41374134256517,2.00016891162187,1.9601190785006,1.68757881423055,2.32613864210642,2.79553686409511,1.59898977110001,1.63622453814532,1.78168701529706,1.70215080009823,2.01429013171678,1.77765460484876,-18.1791440713362,-3.88410118881416,-10.1386013140814,-9.45486217156975,-5.14337931210325,-5.87475386021183,-10.5498321489236,-9.08711855827327,-5.92350053298544,-14.6656993590015,-10.6296816349147,-16.9110995327417,-31.4659629986206,-33.8115481654511,-15.9297465961393,-17.1624433432351,-17.4492131678386,-16.8262501209606,-13.8354761598723,-16.6588085527945,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.04173292810882,-2.39318054832645,-2.56168124178669,-3.03461007648331,-4.00582948699163,-3.99002942972073,-3.33544657586416,-2.70345931347429,-2.16144201600007,-1.18279766386579,-1.81115732952037,-2.23763995266559,-2.89912770405276,-4.95668769886507,-5.07097381497512,-4.07337346548791,-3.36213947354853,-2.66900737058445,0.0650577937290136,0.0201184185733364,0.0467734327858076,0.0242218963252311,0.0402066139319162,0.0124507617359442,0.0258185712956977,0.00580249084297143,1000,1000.00000008027,1.23558293623355,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16847.751990072,0,18/19
450,1.98115835537715,2.74947487490562,2.13344710237836,2.40491163851754,2.82011636181283,2.28939119482749,2.33875495955572,2.41744246359154,2.41374134256517,1.99234331180241,1.9601190785006,1.68551657628137,2.25867563895115,2.78883636834779,1.59898977110001,1.63622453814532,1.80676423851352,1.71114761660511,2.01429013171678,1.74885141743694,-18.1791440713362,-3.87622059970728,-10.130083068423,-9.54337373467648,-5.14337931210325,-5.87475386021183,-10.6162423767128,-9.17253389957662,-5.92350053298544,-14.7587530101301,-10.6296816349147,-16.9279012482815,-31.4112627609914,-33.798181584384,-15.9297465961393,-17.1624433432351,-17.4482843425216,-16.8442648422368,-13.8354761598723,-16.677506084113,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.0311358950505,-2.38568380344928,-2.56188712093827,-3.03448008550851,-4.00165746441496,-3.98514365526697,-3.33062749595224,-2.70373555998451,-2.17013096218241,-1.17357276073007,-1.82964930867064,-2.2466427674924,-2.89675688804425,-4.95612524035026,-5.06469442686139,-4.07714472886186,-3.34134110212343,-2.66458013614065,0.0656282613160251,0.019236771413589,0.048617601534176,0.0215575953531149,0.0418592493390984,0.0104374513579271,0.0251961197478169,0.00701913242677247,1000,1000.00000008027,1.24797710560135,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-16844.8213068216,0,18/19
