Iteration,beta1_1011,beta1_1112,beta1_1213,beta1_1314,beta1_1415,beta1_1516,beta1_1617,beta1_1718,beta1_1819,beta1_1920,beta2_1011,beta2_1112,beta2_1213,beta2_1314,beta2_1415,beta2_1516,beta2_1617,beta2_1718,beta2_1819,beta2_1920,eta1_1011,eta1_1112,eta1_1213,eta1_1314,eta1_1415,eta1_1516,eta1_1617,eta1_1718,eta1_1819,eta1_1920,eta2_1011,eta2_1112,eta2_1213,eta2_1314,eta2_1415,eta2_1516,eta2_1617,eta2_1718,eta2_1819,eta2_1920,alpha1,gamma1,alpha2,gamma2,pi_<6m,pi_6-12m,pi_1,pi_2-4,pi_5-17,pi_18-49,pi_50-64,pi_65-74,pi_75+,lh1_<6m,lh1_6-12m,lh1_1,lh1_2-4,lh1_5-17,lh1_18-49,lh1_50-64,lh1_65-74,lh1_75+,lh2_<6m,lh2_6-12m,lh2_1,lh2_2-4,lh2_5-17,lh2_18-49,lh2_50-64,lh2_65-74,lh2_75+,kappa1_0-4,kappa1_5-14,kappa1_15-64,kappa1_65+,kappa2_0-4,kappa2_5-14,kappa2_15-64,kappa2_65+,omega1,psi1,delta1,sigma1,theta1,omega2,psi2,delta2,sigma2,theta2,Loglik
112000,1.88175983706056,2.77737934478934,2.28292344644198,2.70434147158189,2.73900540842496,2.28377313511538,2.42286766491321,2.24723088030655,2.50453645185626,1.99900211925914,1.87221616291883,1.66303845825456,1.42306398821591,1.20532814430079,1.55719209070778,1.66129507825063,1.89209436716065,1.54711249659683,2.04804241643634,1.55075384389347,-21.7388417691308,-4.11966309291203,-7.26864092031278,-7.07510833936187,-5.48613473596036,-5.89762483346573,-10.2682752712758,-12.3337753497444,-5.84429441010538,-15.5641456999176,-12.024342884439,-17.6359454759337,-25.5261610643098,-25.209064771652,-17.2423655286172,-16.2316654101506,-16.5557357423638,-19.963444206127,-13.8806569558689,-20.9151481172014,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.16596448977016,-2.44886257697741,-2.57429456281903,-3.05608702052761,-3.96392542827568,-3.98418815981498,-3.3324138924755,-2.69341362135483,-2.12640985717559,-1.19609011693163,-1.85565124877344,-2.2502654441452,-2.9115403589309,-5.16135314842557,-4.99184078417372,-4.01329482191754,-3.3103356140024,-2.66003672912409,0.0674230404196848,0.0130335531887036,0.0438291149787023,0.0155067451266662,0.0274936221375059,0.0079912610382008,0.0122687175169466,0.0087320353331986,1000,1000.00000008027,1.00000034633551,1.000000444365,1.00000019240689,1000.0000000155,999.99999987032,0.999999398107688,0.249317832680675,0.999999699759967,-11204.0300179966
