Iteration,beta1_1011,beta1_1112,beta1_1213,beta1_1314,beta1_1415,beta1_1516,beta1_1617,beta1_1718,beta1_1819,beta1_1920,beta2_1011,beta2_1112,beta2_1213,beta2_1314,beta2_1415,beta2_1516,beta2_1617,beta2_1718,beta2_1819,beta2_1920,eta1_1011,eta1_1112,eta1_1213,eta1_1314,eta1_1415,eta1_1516,eta1_1617,eta1_1718,eta1_1819,eta1_1920,eta2_1011,eta2_1112,eta2_1213,eta2_1314,eta2_1415,eta2_1516,eta2_1617,eta2_1718,eta2_1819,eta2_1920,alpha1,gamma1,alpha2,gamma2,pi_<6m,pi_6-12m,pi_1,pi_2-4,pi_5-17,pi_18-49,pi_50-64,pi_65-74,pi_75+,lh1_<6m,lh1_6-12m,lh1_1,lh1_2-4,lh1_5-17,lh1_18-49,lh1_50-64,lh1_65-74,lh1_75+,lh2_<6m,lh2_6-12m,lh2_1,lh2_2-4,lh2_5-17,lh2_18-49,lh2_50-64,lh2_65-74,lh2_75+,kappa1_0-4,kappa1_5-14,kappa1_15-64,kappa1_65+,kappa2_0-4,kappa2_5-14,kappa2_15-64,kappa2_65+,lromega1,lrpsi1,delta1,sigma1,theta1,lromega2,lrpsi2,delta2,sigma2,theta2,Loglik
9150,1.93247934652878,2.80406113370132,2.32293079220181,2.80516017445257,2.70235204554112,2.29637529998155,2.40637444845132,2.45328452727009,2.44664439023382,2.02693057660005,1.81395148406431,1.62830523966105,1.43088895730109,1.23488526128948,1.59766090534151,1.64710598706214,1.8764087738729,1.5149334713441,2.00496875964729,1.68430877577859,-19.6413089404178,-3.83020746016132,-6.84357527146897,-6.18860544626286,-5.62780274729672,-5.52842386496129,-10.3028729243477,-9.32902064435075,-6.56305845308257,-14.9134326867204,-12.4606707123113,-18.0039829947124,-25.4494294408207,-24.7550846057814,-16.3728612191071,-16.6807757539776,-16.659857342737,-20.9331900995944,-14.0790355084166,-17.8976468494158,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.13130232807055,-2.42876232314246,-2.538086244494,-3.00090437239035,-4.02188689790878,-3.97808985504003,-3.34086102198395,-2.71607785365004,-2.14221916879336,-1.19573043356021,-1.83291835328696,-2.24078833424961,-2.90461665652374,-5.1100697234157,-4.96533867088809,-4.01727217778903,-3.31813723135138,-2.68367534325631,0.0504309834471954,0.0101594387047941,0.0425656381596314,0.0182382827500574,0.0347380686486004,0.00886714309560378,0.013737706999955,0.0105497649885284,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.00000000000673,-2.99999999994368,0.604583067108874,1.00000015913456,0.999999699759967,-11174.4708041846
