Iteration,beta1_1011,beta1_1112,beta1_1213,beta1_1314,beta1_1415,beta1_1516,beta1_1617,beta1_1718,beta1_1819,beta1_1920,beta2_1011,beta2_1112,beta2_1213,beta2_1314,beta2_1415,beta2_1516,beta2_1617,beta2_1718,beta2_1819,beta2_1920,eta1_1011,eta1_1112,eta1_1213,eta1_1314,eta1_1415,eta1_1516,eta1_1617,eta1_1718,eta1_1819,eta1_1920,eta2_1011,eta2_1112,eta2_1213,eta2_1314,eta2_1415,eta2_1516,eta2_1617,eta2_1718,eta2_1819,eta2_1920,alpha1,gamma1,alpha2,gamma2,pi_<6m,pi_6-12m,pi_1,pi_2-4,pi_5-17,pi_18-49,pi_50-64,pi_65-74,pi_75+,lh1_<6m,lh1_6-12m,lh1_1,lh1_2-4,lh1_5-17,lh1_18-49,lh1_50-64,lh1_65-74,lh1_75+,lh2_<6m,lh2_6-12m,lh2_1,lh2_2-4,lh2_5-17,lh2_18-49,lh2_50-64,lh2_65-74,lh2_75+,kappa1_0-4,kappa1_5-14,kappa1_15-64,kappa1_65+,kappa2_0-4,kappa2_5-14,kappa2_15-64,kappa2_65+,omega1,psi1,delta1,sigma1,theta1,omega2,psi2,delta2,sigma2,theta2,Loglik,Accepted,Season
0,1.89412893733906,3.0754615472288,2.27966990592485,2.65357587608709,2.74098478966922,2.26499400894992,2.33096754245509,2.41633035314824,2.49243860849137,2.0710466868085,1.76277754069259,1.60648644114339,1.45787879622252,1.23926790681821,1.55921705253337,1.81826416948005,1.8549914589137,1.53251682107485,2.12251869566639,1.59264811223091,-26.182879356537,-2.58002050458332,-7.46044561736503,-7.38999248810848,-5.4640381920956,-5.70769948107975,-11.5601518442647,-9.78897544804847,-6.18940213054186,-13.8684979330795,-13.0445191588499,-18.5781451028104,-24.9291937839354,-25.6352609273718,-16.8236113329441,-14.042687752826,-16.8002406399823,-20.8350649391068,-13.2699763624638,-19.1463118025996,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.17198292061013,-2.43054488963039,-2.55150797752672,-3.12066547498725,-4.03967064980401,-4.01931417700912,-3.31858280407866,-2.66941718133415,-2.15305863886279,-1.19356307957422,-1.88141467335652,-2.2387572414349,-2.94460182280122,-5.06232541783843,-5.06721512226209,-4.02327123190581,-3.34273653520309,-2.69659911863098,0.0556725548483483,0.0127783491132903,0.0503603172697098,0.019484370346552,0.026361796514779,0.00791467989548852,0.0147588403908268,0.00682464537602137,1000,1000.00000008027,1.00000034633551,1.000000444365,0.223864210155509,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,NA,NA,All
50,1.88889823108265,3.0626848068632,2.26124104113349,2.6405279396933,2.75544951572672,2.29490569369821,2.33096754245509,2.40955777654083,2.45156027213318,2.08404734467067,1.77814881013723,1.61223866167527,1.4464074229146,1.26945407654467,1.57990582257347,1.81206561197357,1.8549914589137,1.51663656635454,2.07262308252478,1.62635335144863,-26.1567892196175,-2.58392924393086,-7.49508592455256,-7.32723985775476,-5.44902172573311,-5.69780137014722,-11.5601518442647,-9.77909833536138,-6.13821606998909,-13.9561271517332,-13.0463506104995,-18.6846723512564,-24.8673784209214,-25.5380377941554,-16.8494729441788,-14.0459838478589,-16.8002406399823,-20.7599188207944,-13.3649010709003,-19.1109312869456,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.16545534551712,-2.42892087763106,-2.55840024533154,-3.1163459893045,-4.03962846127078,-4.02607539956915,-3.30876823262354,-2.67224288717076,-2.15402237632184,-1.19663635947404,-1.87441135877098,-2.23955756559102,-2.93808682474975,-5.07025012078133,-5.06805902939066,-4.02354965704787,-3.34641020870655,-2.70618754814999,0.0571438268610932,0.0112329647450813,0.0518533755762323,0.0192104457614842,0.0276641540374902,0.00891936242977574,0.012650210762515,0.00610369934003283,1000,1000.00000008027,1.00000034633551,1.000000444365,0.233113537850553,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11182.4671350565,1,19/20
100,1.8766150418842,3.05383798093314,2.27903969889371,2.65894029202603,2.72999162014388,2.30716711976537,2.33096754245509,2.42101279997386,2.48022898673937,2.08744604185084,1.76769710603398,1.59089950271881,1.44383906299509,1.22653310690633,1.57253842829186,1.82114792672351,1.8549914589137,1.51786009188924,2.07570233458915,1.62098596163851,-26.1586936619776,-2.6380469805292,-7.30963871842073,-7.29067833384243,-5.50200944584799,-5.66399573284982,-11.5601518442647,-9.8302859462562,-6.08882585124605,-14.0496626944687,-12.9940462420297,-18.6690851788625,-24.9160055765103,-25.6379343900535,-16.9320981384502,-14.1011517504709,-16.8002406399823,-20.7406689916354,-13.3758815030235,-18.9855661778259,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.17523522889433,-2.43245395658131,-2.55472847270166,-3.11506306173559,-4.04971703521031,-4.03227007498624,-3.309013644098,-2.68818013684204,-2.15598798430026,-1.20610061352468,-1.87798355020797,-2.23236291675453,-2.93937145941955,-5.07495955436345,-5.0775128884974,-4.01466575762971,-3.34890703733701,-2.70631208935449,0.0582489764193229,0.0105932386743944,0.052745349002068,0.0194146746059483,0.0276226356295554,0.0109622725156504,0.0141660775500253,0.00655074269585787,1000,1000.00000008027,1.00000034633551,1.000000444365,0.207412334444708,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11182.4747452779,1,19/20
150,1.88750980575245,3.08668333040566,2.28403076100705,2.67343224144613,2.72999162014388,2.29123723545379,2.33032411467189,2.416319257238,2.47668479622564,2.10551923127177,1.78195206111903,1.59436649024158,1.45757627936983,1.22148639034143,1.57253842829186,1.83630321814995,1.84381556865847,1.47964436038749,2.07190881006906,1.64380419281169,-26.041635149799,-2.61343030564116,-7.2098483287176,-7.19590965657333,-5.50200944584799,-5.63994979843885,-11.5265537865959,-9.6210006459464,-6.0487080228176,-14.0112982728932,-12.9830649293251,-18.6537050349658,-25.0315375465074,-25.5772901541558,-16.9320981384502,-14.1643803952956,-16.8941298802857,-20.730897562681,-13.3750988281245,-18.9848698098758,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.17343601616121,-2.44252415180297,-2.55219129959767,-3.09527396093327,-4.04415415467138,-4.02485558669757,-3.31261708994274,-2.69022735933607,-2.15218291003045,-1.18755722388413,-1.87976344298011,-2.23109609511686,-2.93533197491846,-5.07208807727673,-5.07171879509732,-4.00386680058234,-3.35453175879214,-2.70347987359708,0.059101092603589,0.0128312084118775,0.0533479711272013,0.0201327901681571,0.0337624651871206,0.0105632058911122,0.0146819915849799,0.00655968139897317,1000,1000.00000008027,1.00000034633551,1.000000444365,0.184050882789443,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11182.3846322932,1,19/20
200,1.88750980575245,3.08668333040566,2.28067427521762,2.67473272213515,2.75031441818619,2.27386877203537,2.33032411467189,2.42146535271985,2.46525447708867,2.08146522440767,1.78195206111903,1.59436649024158,1.41785582411674,1.20605369618141,1.56436737436892,1.82617623595728,1.84381556865847,1.49653515708415,2.06425594138333,1.64233861178962,-26.041635149799,-2.61343030564116,-7.26439962650721,-7.10021512548258,-5.43139082089404,-5.6366934088252,-11.5265537865959,-9.67300889607847,-6.05539801963489,-14.1368201691671,-12.9830649293251,-18.6537050349658,-25.1100984888187,-25.4698548883787,-16.9612987655694,-14.1782848880719,-16.8941298802857,-20.7461958207994,-13.4946069907215,-19.0534366306874,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.17808695304648,-2.44545502967117,-2.55574095554037,-3.09423600234113,-4.03983875100208,-4.02451279992534,-3.30799989373969,-2.69220479990448,-2.15246683585206,-1.18393875845392,-1.87007767678955,-2.23202745374918,-2.93772885418072,-5.07088117689809,-5.07272218722328,-4.01033300053333,-3.3492752520024,-2.69771112562744,0.0599820164957105,0.01394403154206,0.0531533300219395,0.0214856287837546,0.0339308934468591,0.00932933385352651,0.0137043378806632,0.00638496262459666,1000,1000.00000008027,1.00000034633551,1.000000444365,0.26760174627968,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11176.9458162307,1,19/20
250,1.87938990888067,3.0992048797348,2.31882162216511,2.6832174294438,2.72188639098537,2.29545414478132,2.31725717546354,2.42146535271985,2.47433803852529,2.08146522440767,1.80957035975783,1.5983075482467,1.43695795744756,1.21789094622057,1.59233026197973,1.82969999540799,1.87968780104978,1.49653515708415,2.08557327265971,1.64233861178962,-26.0579235066321,-2.66236955984212,-7.2444219882369,-7.20598060572046,-5.56652214477508,-5.55242142593277,-11.4776647884737,-9.67300889607847,-6.19893533593457,-14.1368201691671,-12.9333427563494,-18.693314119315,-25.2097750432348,-25.5225731226969,-17.0087104105259,-14.2033056229182,-16.8306049799994,-20.7461958207994,-13.4629701103827,-19.0534366306874,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.17314115829546,-2.44414188538833,-2.55088148586013,-3.09512884712134,-4.03546908687567,-4.01878727263998,-3.30959206796541,-2.68059030285972,-2.15494117492595,-1.18681752309173,-1.86981159374358,-2.24033417088177,-2.92762591990393,-5.07240747628307,-5.07120416263664,-4.01688377974094,-3.35711514817961,-2.68982997310333,0.0589247051598058,0.012524802754347,0.0529845823754329,0.0212634213516654,0.0320927041228421,0.00835737991898654,0.0138486418578744,0.00797109698597497,1000,1000.00000008027,1.00000034633551,1.000000444365,0.340680742943443,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11179.3806267208,1,18/19
300,1.88104403645861,3.0686212738103,2.29515844682507,2.69632589289349,2.72684825343608,2.30005292001454,2.35345648197708,2.42306281150607,2.47433803852529,2.07097081828024,1.81275699958333,1.59512755611819,1.41831094714012,1.24631030010844,1.57286847107082,1.82180518127611,1.83419128526841,1.50480173493778,2.08557327265971,1.63151324354765,-26.0455189412898,-2.6092268490290502,-7.26433498684518,-7.22812882957852,-5.43105361707255,-5.60875139136582,-11.4053115349312,-9.49626326938576,-6.19893533593457,-14.2049789165221,-12.9057498220619,-18.7211710469091,-25.1967536147612,-25.5503226302232,-17.0003345574135,-14.2296411675719,-16.7958879032219,-20.8177160077966,-13.4629701103827,-19.0224656003761,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.17303266109351,-2.45206538731064,-2.55509030642611,-3.10000743547993,-4.03737957928109,-4.0098841974352,-3.31374243547039,-2.68642749669611,-2.16176399484609,-1.19848769051371,-1.86095668927063,-2.24984071515313,-2.91523844165507,-5.08441511436091,-5.05330855939234,-4.021456299616,-3.35584451761106,-2.68738064769682,0.0598166727354869,0.0154337839082,0.0531020453051655,0.0202246689921992,0.0318889019647894,0.00697701972720608,0.0132500416497246,0.00936364734742974,1000,1000.00000008027,1.00000034633551,1.000000444365,0.147940981882249,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11174.0020312996,0,18/19
350,1.88191636272233,3.08470160709974,2.31356352005825,2.67711912189292,2.75564893981794,2.27987174627068,2.35056711845607,2.42306281150607,2.46029704083966,2.06957666176284,1.77700259129326,1.6092184803089,1.42276686020659,1.26930999853107,1.56470291358363,1.83519173220825,1.85533509528366,1.50480173493778,2.07487009388144,1.62259150471419,-26.0544301312868,-2.5750491805852,-7.35880411551279,-7.19071719141124,-5.53281857745319,-5.68890226155325,-11.4298670936581,-9.49626326938576,-6.15015599562932,-14.1817358623239,-12.851449871003,-18.700956675746,-25.1196143315452,-25.5747842209221,-16.9974781392799,-14.3382609695515,-16.7866093445373,-20.8177160077966,-13.4131927255064,-18.9601227620193,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.16036559309769,-2.4526114778225,-2.5445077724031,-3.10465008359631,-4.03867797921987,-4.0020514774476,-3.31940171171655,-2.69371552991988,-2.17081836878209,-1.22708177628077,-1.86529739966401,-2.24493938850722,-2.91205250187641,-5.08220739407309,-5.05337617509843,-4.03227691502548,-3.37870714269016,-2.68297480814959,0.0574921418174057,0.0154926545683818,0.0512389928091863,0.018060006681526,0.0301231913970692,0.00764552988266348,0.015470331602362,0.00863552826120896,1000,1000.00000008027,1.00000034633551,1.000000444365,0.229925893527988,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11178.9055351917,1,18/19
400,1.88533486854865,3.07769073457823,2.33144669657421,2.66231192894576,2.75979618351823,2.2716737918473,2.36476829194381,2.44522952266892,2.4852733896207,2.08234063045275,1.78625947914828,1.59446843323853,1.42276633163805,1.24575471227912,1.59166106663142,1.82976036417418,1.86095979583087,1.52606767230544,2.10004223522996,1.62955914534711,-26.1466805245121,-2.57219786598408,-7.25775652130538,-7.32113623680401,-5.36711979494386,-5.69573549834752,-11.4690959120727,-9.50524434050923,-6.10658880059266,-14.1458050236266,-12.7898927124925,-18.7704805701475,-25.1040315860235,-25.5155758524024,-16.9120269010516,-14.2457685941246,-16.9017846615582,-20.824302661117,-13.3954227432508,-19.0145149014968,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.15612809372785,-2.4485564885476,-2.53395073274078,-3.11577624333603,-4.03702015598328,-4.00823779949102,-3.31735463771437,-2.68763475462285,-2.17391215381334,-1.22723387902282,-1.86559813873834,-2.24475029530111,-2.92615603014797,-5.07467281457491,-5.05029641500945,-4.05384706683274,-3.38780122838074,-2.69142564747999,0.0588722884495228,0.0167353950780378,0.0498675024206524,0.0196981961563302,0.0274982945779272,0.00614712046032909,0.0160585880572263,0.0104170777851749,1000,1000.00000008027,1.00000034633551,1.000000444365,0.167373582102718,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11184.3970143301,0,18/19
450,1.88016982431037,3.07769073457823,2.33144669657421,2.65124552957217,2.75979618351823,2.28875028356103,2.36653702387981,2.44522952266892,2.48477753181385,2.07569129020988,1.78998477695217,1.59446843323853,1.42276633163805,1.24719851455579,1.59166106663142,1.82286103617301,1.83772938360734,1.52606767230544,2.07506348220769,1.64336859257001,-26.1061926027267,-2.57219786598408,-7.25775652130538,-7.36639624825443,-5.36711979494386,-5.67641142263373,-11.4524335229925,-9.50524434050923,-6.03137315996216,-14.1246408510333,-12.7883827315916,-18.7704805701475,-25.1040315860235,-25.5216485897913,-16.9120269010516,-14.0637525292733,-16.9082532512815,-20.824302661117,-13.3795065935176,-19.049011132271,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.16068875860551,-2.43238021703753,-2.53044415911112,-3.12242817467357,-4.04039007065358,-4.00349260538702,-3.31331189084779,-2.70038447785864,-2.16016185715774,-1.22264854231968,-1.86050129451007,-2.24438739200674,-2.94367811219897,-5.06964233550806,-5.0400640126701,-4.05151880273403,-3.37000656082261,-2.68945863344226,0.0590195521585106,0.0167898937962965,0.0468577847504281,0.0207680725143951,0.0285853078015125,0.00766975847030932,0.0132171988274599,0.00875251278631689,1000,1000.00000008027,1.00000034633551,1.000000444365,0.176061443132959,1000.0000000155,999.99999987032,0.999999398107688,1.00000015913456,0.999999699759967,-11177.3161743085,0,18/19
