virus	age_group	season	iso_standard	IncRate1e5	CatchmentPop
ILI1e5	65+	13/14	15	4.879102802696052	100000
ILI1e5	65+	13/14	16	2.3727231743872443	100000
ILI1e5	65+	13/14	17	1.5105968368102236	100000
ILI1e5	65+	13/14	18	0	100000
ILI1e5	65+	13/14	19	1.4610697953041216	100000
ILI1e5	65+	13/14	20	0	100000
ILI1e5	65+	13/14	21	NA	100000
ILI1e5	65+	13/14	22	NA	100000
ILI1e5	65+	13/14	23	NA	100000
ILI1e5	65+	13/14	24	NA	100000
ILI1e5	65+	13/14	25	NA	100000
ILI1e5	65+	13/14	26	NA	100000
ILI1e5	65+	13/14	27	NA	100000
ILI1e5	65+	13/14	28	NA	100000
ILI1e5	65+	13/14	29	NA	100000
ILI1e5	65+	13/14	30	NA	100000
ILI1e5	65+	13/14	31	NA	100000
ILI1e5	65+	13/14	32	NA	100000
ILI1e5	65+	14/15	-26	NA	100000
ILI1e5	65+	14/15	-25	NA	100000
ILI1e5	65+	14/15	-24	NA	100000
ILI1e5	65+	14/15	-23	NA	100000
ILI1e5	65+	14/15	-22	NA	100000
ILI1e5	65+	14/15	-21	NA	100000
ILI1e5	65+	14/15	-20	NA	100000
ILI1e5	65+	14/15	-19	NA	100000
ILI1e5	65+	14/15	-18	NA	100000
ILI1e5	65+	14/15	-17	NA	100000
ILI1e5	65+	14/15	-16	NA	100000
ILI1e5	65+	14/15	-15	NA	100000
ILI1e5	65+	14/15	-14	NA	100000
ILI1e5	65+	14/15	-13	NA	100000
ILI1e5	65+	14/15	-12	2.251491613193741	100000
ILI1e5	65+	14/15	-11	2.2385052754107657	100000
ILI1e5	65+	14/15	-10	8.923525387429727	100000
ILI1e5	65+	14/15	-9	9.219596607188448	100000
ILI1e5	65+	14/15	-8	7.892999626876382	100000
ILI1e5	65+	14/15	-7	7.067037921725487	100000
ILI1e5	65+	14/15	-6	12.406133008341302	100000
ILI1e5	65+	14/15	-5	5.11628586881843	100000
ILI1e5	65+	14/15	-4	8.611657313449975	100000
ILI1e5	65+	14/15	-3	5.734561485251425	100000
ILI1e5	65+	14/15	-2	11.679150380740301	100000
ILI1e5	65+	14/15	-1	16.66742427686107	100000
ILI1e5	65+	14/15	0	16.777819722327084	100000
ILI1e5	65+	14/15	1	28.92495580909529	100000
ILI1e5	65+	14/15	2	57.863476233428074	100000
ILI1e5	65+	14/15	3	81.93247633846589	100000
ILI1e5	65+	14/15	4	113.5178471340291	100000
ILI1e5	65+	14/15	5	136.06858967683712	100000
ILI1e5	65+	14/15	6	114.1203562185405	100000
ILI1e5	65+	14/15	7	96.9754509697545	100000
ILI1e5	65+	14/15	8	86.92848029387434	100000
ILI1e5	65+	14/15	9	69.4386578896203	100000
ILI1e5	65+	14/15	10	48.68026373248764	100000
ILI1e5	65+	14/15	11	36.4457473358951	100000
ILI1e5	65+	14/15	12	21.208407955509475	100000
ILI1e5	65+	14/15	13	9.309253397877491	100000
ILI1e5	65+	14/15	14	9.223645738214486	100000
ILI1e5	65+	14/15	15	6.014675808973896	100000
ILI1e5	65+	14/15	16	11.758250372344596	100000
ILI1e5	65+	14/15	17	3.100030225294696	100000
ILI1e5	65+	14/15	18	2.5128364059738497	100000
ILI1e5	65+	14/15	19	3.2554997599068924	100000
ILI1e5	65+	14/15	20	0.8345434212942099	100000
ILI1e5	65+	14/15	21	NA	100000
ILI1e5	65+	14/15	22	NA	100000
ILI1e5	65+	14/15	23	NA	100000
ILI1e5	65+	14/15	24	NA	100000
ILI1e5	65+	14/15	25	NA	100000
ILI1e5	65+	14/15	26	NA	100000
ILI1e5	65+	14/15	27	NA	100000
ILI1e5	65+	14/15	28	NA	100000
ILI1e5	65+	14/15	29	NA	100000
ILI1e5	65+	14/15	30	NA	100000
ILI1e5	65+	14/15	31	NA	100000
ILI1e5	65+	14/15	32	NA	100000
ILI1e5	65+	15/16	-26	NA	100000
ILI1e5	65+	15/16	-25	NA	100000
ILI1e5	65+	15/16	-24	NA	100000
ILI1e5	65+	15/16	-23	NA	100000
ILI1e5	65+	15/16	-22	NA	100000
ILI1e5	65+	15/16	-21	NA	100000
ILI1e5	65+	15/16	-20	NA	100000
ILI1e5	65+	15/16	-19	NA	100000
ILI1e5	65+	15/16	-18	NA	100000
ILI1e5	65+	15/16	-17	NA	100000
ILI1e5	65+	15/16	-16	NA	100000
ILI1e5	65+	15/16	-15	NA	100000
ILI1e5	65+	15/16	-14	NA	100000
ILI1e5	65+	15/16	-13	2.2801203903566107	100000
ILI1e5	65+	15/16	-12	4.635961150645557	100000
ILI1e5	65+	15/16	-11	4.0209087253719336	100000
ILI1e5	65+	15/16	-10	9.756390435735407	100000
ILI1e5	65+	15/16	-9	8.815945106048474	100000
ILI1e5	65+	15/16	-8	12.158465331487049	100000
ILI1e5	65+	15/16	-7	5.4812165560146076	100000
ILI1e5	65+	15/16	-6	12.12815416231513	100000
ILI1e5	65+	15/16	-5	9.615252537739867	100000
ILI1e5	65+	15/16	-4	4.256647464456994	100000
ILI1e5	65+	15/16	-3	8.817635270541082	100000
ILI1e5	65+	15/16	-2	8.046077202110753	100000
ILI1e5	65+	15/16	-1	12.757310394474262	100000
ILI1e5	65+	15/16	0	6.365507437034522	100000
ILI1e5	65+	15/16	1	29.057992709085468	100000
ILI1e5	65+	15/16	2	21.56639416629038	100000
ILI1e5	65+	15/16	3	26.223833531104745	100000
ILI1e5	65+	15/16	4	25.04085613369181	100000
ILI1e5	65+	15/16	5	42.58889637549422	100000
ILI1e5	65+	15/16	6	48.99655064283475	100000
ILI1e5	65+	15/16	7	31.11266674444833	100000
ILI1e5	65+	15/16	8	42.691537223736496	100000
ILI1e5	65+	15/16	9	38.81604484240028	100000
ILI1e5	65+	15/16	10	41.2142668927821	100000
ILI1e5	65+	15/16	11	43.57991726733166	100000
ILI1e5	65+	15/16	12	42.61969029691718	100000
ILI1e5	65+	15/16	13	23.279160786253655	100000
ILI1e5	65+	15/16	14	14.95286449306391	100000
ILI1e5	65+	15/16	15	7.501466195665516	100000
ILI1e5	65+	15/16	16	3.500224014336917	100000
ILI1e5	65+	15/16	17	5.070002245286709	100000
ILI1e5	65+	15/16	18	2.307479309602191	100000
ILI1e5	65+	15/16	19	2.2376203653288185	100000
ILI1e5	65+	15/16	20	3.30139236222877	100000
ILI1e5	65+	15/16	21	NA	100000
ILI1e5	65+	15/16	22	NA	100000
ILI1e5	65+	15/16	23	NA	100000
ILI1e5	65+	15/16	24	NA	100000
ILI1e5	65+	15/16	25	NA	100000
ILI1e5	65+	15/16	26	NA	100000
ILI1e5	65+	15/16	27	NA	100000
ILI1e5	65+	15/16	28	NA	100000
ILI1e5	65+	15/16	29	NA	100000
ILI1e5	65+	15/16	30	NA	100000
ILI1e5	65+	15/16	31	NA	100000
ILI1e5	65+	15/16	32	NA	100000
ILI1e5	65+	16/17	-26	NA	100000
ILI1e5	65+	16/17	-25	NA	100000
ILI1e5	65+	16/17	-24	NA	100000
ILI1e5	65+	16/17	-23	NA	100000
ILI1e5	65+	16/17	-22	NA	100000
ILI1e5	65+	16/17	-21	NA	100000
ILI1e5	65+	16/17	-20	NA	100000
ILI1e5	65+	16/17	-19	NA	100000
ILI1e5	65+	16/17	-18	NA	100000
ILI1e5	65+	16/17	-17	NA	100000
ILI1e5	65+	16/17	-16	NA	100000
ILI1e5	65+	16/17	-15	NA	100000
ILI1e5	65+	16/17	-14	NA	100000
ILI1e5	65+	16/17	-13	NA	100000
ILI1e5	65+	16/17	-12	3.851308674687659	100000
ILI1e5	65+	16/17	-11	4.0273537869207665	100000
ILI1e5	65+	16/17	-10	7.165736315235072	100000
ILI1e5	65+	16/17	-9	7.412348973389667	100000
ILI1e5	65+	16/17	-8	8.609152311557395	100000
ILI1e5	65+	16/17	-7	9.844249903315403	100000
ILI1e5	65+	16/17	-6	14.01897234257028	100000
ILI1e5	65+	16/17	-5	15.294587046149754	100000
ILI1e5	65+	16/17	-4	14.05450187886499	100000
ILI1e5	65+	16/17	-3	16.995080868259798	100000
ILI1e5	65+	16/17	-2	29.221088111774062	100000
ILI1e5	65+	16/17	-1	45.5837982157199	100000
ILI1e5	65+	16/17	0	88.66198349523077	100000
ILI1e5	65+	16/17	1	142.41633040588653	100000
ILI1e5	65+	16/17	2	161.31771098658515	100000
ILI1e5	65+	16/17	3	97.98184614128438	100000
ILI1e5	65+	16/17	4	83.7190637302724	100000
ILI1e5	65+	16/17	5	72.25682138801912	100000
ILI1e5	65+	16/17	6	39.084037660262	100000
ILI1e5	65+	16/17	7	25.341940207099967	100000
ILI1e5	65+	16/17	8	18.64507662409374	100000
ILI1e5	65+	16/17	9	12.19853474070938	100000
ILI1e5	65+	16/17	10	8.420638986155065	100000
ILI1e5	65+	16/17	11	5.7985721016199765	100000
ILI1e5	65+	16/17	12	7.0648078372268275	100000
ILI1e5	65+	16/17	13	2.9240193570081434	100000
ILI1e5	65+	16/17	14	3.7556146438926197	100000
ILI1e5	65+	16/17	15	1.823985408116735	100000
ILI1e5	65+	16/17	16	2.284600271105899	100000
ILI1e5	65+	16/17	17	0.7472892083965416	100000
ILI1e5	65+	16/17	18	3.3703226241331947	100000
ILI1e5	65+	16/17	19	2.318320917436864	100000
ILI1e5	65+	16/17	20	0.8302751531857658	100000
ILI1e5	65+	16/17	21	NA	100000
ILI1e5	65+	16/17	22	NA	100000
ILI1e5	65+	16/17	23	NA	100000
ILI1e5	65+	16/17	24	NA	100000
ILI1e5	65+	16/17	25	NA	100000
ILI1e5	65+	16/17	26	NA	100000
ILI1e5	65+	16/17	27	NA	100000
ILI1e5	65+	16/17	28	NA	100000
ILI1e5	65+	16/17	29	NA	100000
ILI1e5	65+	16/17	30	NA	100000
ILI1e5	65+	16/17	31	NA	100000
ILI1e5	65+	16/17	32	NA	100000
ILI1e5	65+	17/18	-26	NA	100000
ILI1e5	65+	17/18	-25	NA	100000
ILI1e5	65+	17/18	-24	NA	100000
ILI1e5	65+	17/18	-23	NA	100000
ILI1e5	65+	17/18	-22	NA	100000
ILI1e5	65+	17/18	-21	NA	100000
ILI1e5	65+	17/18	-20	NA	100000
ILI1e5	65+	17/18	-19	NA	100000
ILI1e5	65+	17/18	-18	NA	100000
ILI1e5	65+	17/18	-17	NA	100000
ILI1e5	65+	17/18	-16	NA	100000
ILI1e5	65+	17/18	-15	NA	100000
ILI1e5	65+	17/18	-14	NA	100000
ILI1e5	65+	17/18	-13	NA	100000
ILI1e5	65+	17/18	-12	2.825936444689359	100000
ILI1e5	65+	17/18	-11	5.397070161912105	100000
ILI1e5	65+	17/18	-10	4.87985109482945	100000
ILI1e5	65+	17/18	-9	7.124333874782708	100000
ILI1e5	65+	17/18	-8	5.17047804762749	100000
ILI1e5	65+	17/18	-7	6.1636236628360885	100000
ILI1e5	65+	17/18	-6	6.860592755214051	100000
ILI1e5	65+	17/18	-5	8.85594779078164	100000
ILI1e5	65+	17/18	-4	8.888585005640833	100000
ILI1e5	65+	17/18	-3	8.290651829470503	100000
ILI1e5	65+	17/18	-2	27.240171945280476	100000
ILI1e5	65+	17/18	-1	45.844035893183396	100000
ILI1e5	65+	17/18	0	85.11615007220527	100000
ILI1e5	65+	17/18	1	158.53557372365037	100000
ILI1e5	65+	17/18	2	136.6345335200901	100000
ILI1e5	65+	17/18	3	125.86862462304968	100000
ILI1e5	65+	17/18	4	124.55801992928319	100000
ILI1e5	65+	17/18	5	71.93680025112484	100000
ILI1e5	65+	17/18	6	59.40126227682338	100000
ILI1e5	65+	17/18	7	54.87043718020823	100000
ILI1e5	65+	17/18	8	46.23878536922015	100000
ILI1e5	65+	17/18	9	34.63563313937379	100000
ILI1e5	65+	17/18	10	35.18042532416249	100000
ILI1e5	65+	17/18	11	21.70980197559198	100000
ILI1e5	65+	17/18	12	25.338421493124073	100000
ILI1e5	65+	17/18	13	8.341675008341676	100000
ILI1e5	65+	17/18	14	9.91571641051066	100000
ILI1e5	65+	17/18	15	5.086691761012688	100000
ILI1e5	65+	17/18	16	7.363282256698746	100000
ILI1e5	65+	17/18	17	0.7617770735571943	100000
ILI1e5	65+	17/18	18	1.7017800619447943	100000
ILI1e5	65+	17/18	19	1.4889371966290463	100000
ILI1e5	65+	17/18	20	1.558166349839509	100000
ILI1e5	65+	17/18	21	NA	100000
ILI1e5	65+	17/18	22	NA	100000
ILI1e5	65+	17/18	23	NA	100000
ILI1e5	65+	17/18	24	NA	100000
ILI1e5	65+	17/18	25	NA	100000
ILI1e5	65+	17/18	26	NA	100000
ILI1e5	65+	17/18	27	NA	100000
ILI1e5	65+	17/18	28	NA	100000
ILI1e5	65+	17/18	29	NA	100000
ILI1e5	65+	17/18	30	NA	100000
ILI1e5	65+	17/18	31	NA	100000
ILI1e5	65+	17/18	32	NA	100000
ILI1e5	65+	18/19	-26	NA	100000
ILI1e5	65+	18/19	-25	NA	100000
ILI1e5	65+	18/19	-24	NA	100000
ILI1e5	65+	18/19	-23	NA	100000
ILI1e5	65+	18/19	-22	NA	100000
ILI1e5	65+	18/19	-21	NA	100000
ILI1e5	65+	18/19	-20	NA	100000
ILI1e5	65+	18/19	-19	NA	100000
ILI1e5	65+	18/19	-18	NA	100000
ILI1e5	65+	18/19	-17	NA	100000
ILI1e5	65+	18/19	-16	NA	100000
ILI1e5	65+	18/19	-15	NA	100000
ILI1e5	65+	18/19	-14	NA	100000
ILI1e5	65+	18/19	-13	NA	100000
ILI1e5	65+	18/19	-12	3.770625320503152	100000
ILI1e5	65+	18/19	-11	2.4448682216028557	100000
ILI1e5	65+	18/19	-10	4.653182777019482	100000
ILI1e5	65+	18/19	-9	5.0533124463085555	100000
ILI1e5	65+	18/19	-8	9.114800917556627	100000
ILI1e5	65+	18/19	-7	9.458397601932424	100000
ILI1e5	65+	18/19	-6	8.337444156493827	100000
ILI1e5	65+	18/19	-5	5.482456140350878	100000
ILI1e5	65+	18/19	-4	4.31192462755751	100000
ILI1e5	65+	18/19	-3	10.529726227118095	100000
ILI1e5	65+	18/19	-2	4.3108093544563	100000
ILI1e5	65+	18/19	-1	10.631269601403329	100000
ILI1e5	65+	18/19	0	16.66555562962469	100000
ILI1e5	65+	18/19	1	24.235527175401995	100000
ILI1e5	65+	18/19	2	38.835542898045276	100000
ILI1e5	65+	18/19	3	70.04263171718941	100000
ILI1e5	65+	18/19	4	79.85652894799175	100000
ILI1e5	65+	18/19	5	63.412396448905795	100000
ILI1e5	65+	18/19	6	73.14347634688971	100000
ILI1e5	65+	18/19	7	65.59097468188378	100000
ILI1e5	65+	18/19	8	37.870818430464965	100000
ILI1e5	65+	18/19	9	29.711436729133155	100000
ILI1e5	65+	18/19	10	22.208496137803717	100000
ILI1e5	65+	18/19	11	10.749528812320394	100000
ILI1e5	65+	18/19	12	4.32149004976916	100000
ILI1e5	65+	18/19	13	4.410694463843332	100000
ILI1e5	65+	18/19	14	2.8426453657773925	100000
ILI1e5	65+	18/19	15	4.421941674589313	100000
ILI1e5	65+	18/19	16	0.9453314804836315	100000
ILI1e5	65+	18/19	17	1.6034891924828427	100000
ILI1e5	65+	18/19	18	2.638847351476875	100000
ILI1e5	65+	18/19	19	0.8251778258214646	100000
ILI1e5	65+	18/19	20	0	100000
ILI1e5	65+	18/19	21	NA	100000
ILI1e5	65+	18/19	22	NA	100000
ILI1e5	65+	18/19	23	NA	100000
ILI1e5	65+	18/19	24	NA	100000
ILI1e5	65+	18/19	25	NA	100000
ILI1e5	65+	18/19	26	NA	100000
ILI1e5	65+	18/19	27	NA	100000
ILI1e5	65+	18/19	28	NA	100000
ILI1e5	65+	18/19	29	NA	100000
ILI1e5	65+	18/19	30	NA	100000
ILI1e5	65+	18/19	31	NA	100000
ILI1e5	65+	18/19	32	NA	100000
ILI1e5	65+	19/20	-26	NA	100000
ILI1e5	65+	19/20	-25	NA	100000
ILI1e5	65+	19/20	-24	NA	100000
ILI1e5	65+	19/20	-23	NA	100000
ILI1e5	65+	19/20	-22	NA	100000
ILI1e5	65+	19/20	-21	NA	100000
ILI1e5	65+	19/20	-20	NA	100000
ILI1e5	65+	19/20	-19	NA	100000
ILI1e5	65+	19/20	-18	NA	100000
ILI1e5	65+	19/20	-17	NA	100000
ILI1e5	65+	19/20	-16	NA	100000
ILI1e5	65+	19/20	-15	NA	100000
ILI1e5	65+	19/20	-14	NA	100000
ILI1e5	65+	19/20	-13	NA	100000
ILI1e5	65+	19/20	-12	0.8017317405596087	100000
ILI1e5	65+	19/20	-11	3.0178885342869863	100000
ILI1e5	65+	19/20	-10	3.0179340732301703	100000
ILI1e5	65+	19/20	-9	2.9277432954678537	100000
ILI1e5	65+	19/20	-8	10.619093129446746	100000
ILI1e5	65+	19/20	-7	4.999642882651239	100000
ILI1e5	65+	19/20	-6	7.095872331065019	100000
ILI1e5	65+	19/20	-5	10.395154471995454	100000
ILI1e5	65+	19/20	-4	9.257874534435732	100000
ILI1e5	65+	19/20	-3	3.1637059651675976	100000
ILI1e5	65+	19/20	-2	11.296626827229389	100000
ILI1e5	65+	19/20	-1	11.214701726316418	100000
ILI1e5	65+	19/20	0	12.828356588841304	100000
ILI1e5	65+	19/20	1	28.60018007520788	100000
ILI1e5	65+	19/20	2	42.306065151340334	100000
ILI1e5	65+	19/20	3	57.22592400134185	100000
ILI1e5	65+	19/20	4	55.663604050700826	100000
ILI1e5	65+	19/20	5	42.667804474785996	100000
ILI1e5	65+	19/20	6	40.221086228819054	100000
ILI1e5	65+	19/20	7	26.548613830500372	100000
ILI1e5	65+	19/20	8	13.5666802333469	100000
ILI1e5	65+	19/20	9	13.385089010841922	100000
ILI1e5	65+	19/20	10	13.338856087783714	100000
ILI1e5	65+	19/20	11	9.276124940970115	100000
ILI1e5	65+	19/20	12	3.480561066443911	100000
ILI1e5	65+	19/20	13	0	100000
ILI1e5	65+	19/20	14	1.986965506278811	100000
ILI1e5	65+	19/20	15	0	100000
ILI1e5	65+	19/20	16	1.9770269468772859	100000
ILI1e5	65+	19/20	17	0	100000
ILI1e5	65+	19/20	18	2.0221629054436625	100000
ILI1e5	65+	19/20	19	0	100000
ILI1e5	65+	19/20	20	0	100000
ILI1e5	65+	19/20	21	NA	100000
ILI1e5	65+	19/20	22	NA	100000
ILI1e5	65+	19/20	23	NA	100000
ILI1e5	65+	19/20	24	NA	100000
ILI1e5	65+	19/20	25	NA	100000
ILI1e5	65+	19/20	26	NA	100000
ILI1e5	65+	19/20	27	NA	100000
ILI1e5	65+	19/20	28	NA	100000
ILI1e5	65+	19/20	29	NA	100000
ILI1e5	65+	19/20	30	NA	100000
ILI1e5	65+	19/20	31	NA	100000
ILI1e5	65+	19/20	32	NA	100000
ILI1e5	65+	20/21	-26	NA	100000
ILI1e5	65+	20/21	-25	NA	100000
ILI1e5	65+	20/21	-24	NA	100000
ILI1e5	65+	20/21	-23	NA	100000
ILI1e5	65+	20/21	-22	NA	100000
ILI1e5	65+	20/21	-21	NA	100000
ILI1e5	65+	20/21	-20	NA	100000
ILI1e5	65+	20/21	-19	NA	100000
ILI1e5	65+	20/21	-18	NA	100000
ILI1e5	65+	20/21	-17	NA	100000
ILI1e5	65+	20/21	-16	NA	100000
ILI1e5	65+	20/21	-15	NA	100000
ILI1e5	65+	20/21	-14	NA	100000
ILI1e5	65+	20/21	-13	NA	100000
ILI1e5	65+	20/21	-12	NA	100000
ILI1e5	65+	20/21	-11	NA	100000
ILI1e5	65+	20/21	-10	NA	100000
ILI1e5	65+	20/21	-9	NA	100000
ILI1e5	65+	20/21	-8	NA	100000
ILI1e5	65+	20/21	-7	NA	100000
ILI1e5	65+	20/21	-6	NA	100000
ILI1e5	65+	20/21	-5	NA	100000
ILI1e5	65+	20/21	-4	NA	100000
ILI1e5	65+	20/21	-3	NA	100000
ILI1e5	65+	20/21	-2	NA	100000
ILI1e5	65+	20/21	-1	NA	100000
ILI1e5	65+	20/21	0	NA	100000
ILI1e5	65+	20/21	1	NA	100000
ILI1e5	65+	20/21	2	NA	100000
ILI1e5	65+	20/21	3	NA	100000
ILI1e5	65+	20/21	4	NA	100000
ILI1e5	65+	20/21	5	NA	100000
ILI1e5	65+	20/21	6	NA	100000
ILI1e5	65+	20/21	7	NA	100000
ILI1e5	65+	20/21	8	NA	100000
ILI1e5	65+	20/21	9	NA	100000
ILI1e5	65+	20/21	10	NA	100000
ILI1e5	65+	20/21	11	NA	100000
ILI1e5	65+	20/21	12	NA	100000
ILI1e5	65+	20/21	13	NA	100000
ILI1e5	65+	20/21	14	NA	100000
ILI1e5	65+	20/21	15	NA	100000
ILI1e5	65+	20/21	16	NA	100000
ILI1e5	65+	20/21	17	NA	100000
ILI1e5	65+	20/21	18	NA	100000
ILI1e5	65+	20/21	19	NA	100000
ILI1e5	65+	20/21	20	NA	100000
ILI1e5	65+	20/21	21	NA	100000
ILI1e5	65+	20/21	22	NA	100000
ILI1e5	65+	20/21	23	NA	100000
ILI1e5	65+	20/21	24	NA	100000
ILI1e5	65+	20/21	25	NA	100000
ILI1e5	65+	20/21	26	NA	100000
ILI1e5	65+	20/21	27	NA	100000
ILI1e5	65+	20/21	28	NA	100000
ILI1e5	65+	20/21	29	NA	100000
ILI1e5	65+	20/21	30	NA	100000
ILI1e5	65+	20/21	31	NA	100000
ILI1e5	65+	20/21	32	NA	100000
