virus	age_group	season	iso_standard	IncRate1e5	CatchmentPop
ILI1e5	0-4	19/20	-25	NA	100000
ILI1e5	0-4	19/20	-24	NA	100000
ILI1e5	0-4	19/20	-23	NA	100000
ILI1e5	0-4	19/20	-22	NA	100000
ILI1e5	0-4	19/20	-21	NA	100000
ILI1e5	0-4	19/20	-20	NA	100000
ILI1e5	0-4	19/20	-19	NA	100000
ILI1e5	0-4	19/20	-18	NA	100000
ILI1e5	0-4	19/20	-17	NA	100000
ILI1e5	0-4	19/20	-16	NA	100000
ILI1e5	0-4	19/20	-15	NA	100000
ILI1e5	0-4	19/20	-14	NA	100000
ILI1e5	0-4	19/20	-13	NA	100000
ILI1e5	0-4	19/20	-12	10.237929481141734	100000
ILI1e5	0-4	19/20	-11	20.160477400104835	100000
ILI1e5	0-4	19/20	-10	22.347276679601	100000
ILI1e5	0-4	19/20	-9	25.858296534988263	100000
ILI1e5	0-4	19/20	-8	25.406504065040654	100000
ILI1e5	0-4	19/20	-7	26.32964718272775	100000
ILI1e5	0-4	19/20	-6	39.15864846721861	100000
ILI1e5	0-4	19/20	-5	64.3607142200401	100000
ILI1e5	0-4	19/20	-4	50.061614294516325	100000
ILI1e5	0-4	19/20	-3	53.31399812334727	100000
ILI1e5	0-4	19/20	-2	99.26041261191125	100000
ILI1e5	0-4	19/20	-1	112.93692472753966	100000
ILI1e5	0-4	19/20	0	87.84109262984897	100000
ILI1e5	0-4	19/20	1	104.66012999889831	100000
ILI1e5	0-4	19/20	2	222.21760711096346	100000
ILI1e5	0-4	19/20	3	725.4884780513449	100000
ILI1e5	0-4	19/20	4	749.050117604487	100000
ILI1e5	0-4	19/20	5	789.2763404574429	100000
ILI1e5	0-4	19/20	6	617.803484769801	100000
ILI1e5	0-4	19/20	7	435.88146954324014	100000
ILI1e5	0-4	19/20	8	251.75394753892002	100000
ILI1e5	0-4	19/20	9	182.9185234194088	100000
ILI1e5	0-4	19/20	10	151.57543720040167	100000
ILI1e5	0-4	19/20	11	116.58857431971667	100000
ILI1e5	0-4	19/20	12	14.209086710951652	100000
ILI1e5	0-4	19/20	13	14.053496978498151	100000
ILI1e5	0-4	19/20	14	0	100000
ILI1e5	0-4	19/20	15	0	100000
ILI1e5	0-4	19/20	16	0	100000
ILI1e5	0-4	19/20	17	0	100000
ILI1e5	0-4	19/20	18	0	100000
ILI1e5	0-4	19/20	19	0	100000
ILI1e5	0-4	19/20	20	0	100000
ILI1e5	0-4	19/20	21	NA	100000
ILI1e5	0-4	19/20	22	NA	100000
ILI1e5	0-4	19/20	23	NA	100000
ILI1e5	0-4	19/20	24	NA	100000
ILI1e5	0-4	19/20	25	NA	100000
ILI1e5	0-4	19/20	26	NA	100000
ILI1e5	0-4	19/20	27	NA	100000
ILI1e5	0-4	19/20	28	NA	100000
ILI1e5	0-4	19/20	29	NA	100000
ILI1e5	0-4	19/20	30	NA	100000
ILI1e5	0-4	19/20	31	NA	100000
ILI1e5	0-4	19/20	32	NA	100000
ILI1e5	0-4	20/21	-26	NA	100000
ILI1e5	0-4	20/21	-25	NA	100000
ILI1e5	0-4	20/21	-24	NA	100000
ILI1e5	0-4	20/21	-23	NA	100000
ILI1e5	0-4	20/21	-22	NA	100000
ILI1e5	0-4	20/21	-21	NA	100000
ILI1e5	0-4	20/21	-20	NA	100000
ILI1e5	0-4	20/21	-19	NA	100000
ILI1e5	0-4	20/21	-18	NA	100000
ILI1e5	0-4	20/21	-17	NA	100000
ILI1e5	0-4	20/21	-16	NA	100000
ILI1e5	0-4	20/21	-15	NA	100000
ILI1e5	0-4	20/21	-14	NA	100000
ILI1e5	0-4	20/21	-13	NA	100000
ILI1e5	0-4	20/21	-12	NA	100000
ILI1e5	0-4	20/21	-11	NA	100000
ILI1e5	0-4	20/21	-10	NA	100000
ILI1e5	0-4	20/21	-9	NA	100000
ILI1e5	0-4	20/21	-8	NA	100000
ILI1e5	0-4	20/21	-7	NA	100000
ILI1e5	0-4	20/21	-6	NA	100000
ILI1e5	0-4	20/21	-5	NA	100000
ILI1e5	0-4	20/21	-4	NA	100000
ILI1e5	0-4	20/21	-3	NA	100000
ILI1e5	0-4	20/21	-2	NA	100000
ILI1e5	0-4	20/21	-1	NA	100000
ILI1e5	0-4	20/21	0	NA	100000
ILI1e5	0-4	20/21	1	NA	100000
ILI1e5	0-4	20/21	2	NA	100000
ILI1e5	0-4	20/21	3	NA	100000
ILI1e5	0-4	20/21	4	NA	100000
ILI1e5	0-4	20/21	5	NA	100000
ILI1e5	0-4	20/21	6	NA	100000
ILI1e5	0-4	20/21	7	NA	100000
ILI1e5	0-4	20/21	8	NA	100000
ILI1e5	0-4	20/21	9	NA	100000
ILI1e5	0-4	20/21	10	NA	100000
ILI1e5	0-4	20/21	11	NA	100000
ILI1e5	0-4	20/21	12	NA	100000
ILI1e5	0-4	20/21	13	NA	100000
ILI1e5	0-4	20/21	14	NA	100000
ILI1e5	0-4	20/21	15	NA	100000
ILI1e5	0-4	20/21	16	NA	100000
ILI1e5	0-4	20/21	17	NA	100000
ILI1e5	0-4	20/21	18	NA	100000
ILI1e5	0-4	20/21	19	NA	100000
ILI1e5	0-4	20/21	20	NA	100000
ILI1e5	0-4	20/21	21	NA	100000
ILI1e5	0-4	20/21	22	NA	100000
ILI1e5	0-4	20/21	23	NA	100000
ILI1e5	0-4	20/21	24	NA	100000
ILI1e5	0-4	20/21	25	NA	100000
ILI1e5	0-4	20/21	26	NA	100000
ILI1e5	0-4	20/21	27	NA	100000
ILI1e5	0-4	20/21	28	NA	100000
ILI1e5	0-4	20/21	29	NA	100000
ILI1e5	0-4	20/21	30	NA	100000
ILI1e5	0-4	20/21	31	NA	100000
ILI1e5	0-4	20/21	32	NA	100000
ILI1e5	5-14	10/11	-26	NA	100000
ILI1e5	5-14	10/11	-25	NA	100000
ILI1e5	5-14	10/11	-24	NA	100000
ILI1e5	5-14	10/11	-23	NA	100000
ILI1e5	5-14	10/11	-22	NA	100000
ILI1e5	5-14	10/11	-21	NA	100000
ILI1e5	5-14	10/11	-20	NA	100000
ILI1e5	5-14	10/11	-19	NA	100000
ILI1e5	5-14	10/11	-18	NA	100000
ILI1e5	5-14	10/11	-17	NA	100000
ILI1e5	5-14	10/11	-16	NA	100000
ILI1e5	5-14	10/11	-15	NA	100000
ILI1e5	5-14	10/11	-14	NA	100000
ILI1e5	5-14	10/11	-13	NA	100000
ILI1e5	5-14	10/11	-12	13.30176381388172	100000
ILI1e5	5-14	10/11	-11	8.962741881996541	100000
ILI1e5	5-14	10/11	-10	19.824552708529513	100000
ILI1e5	5-14	10/11	-9	15.732774681825333	100000
ILI1e5	5-14	10/11	-8	21.53075021746058	100000
ILI1e5	5-14	10/11	-7	21.164538002556025	100000
ILI1e5	5-14	10/11	-6	28.121245174649978	100000
ILI1e5	5-14	10/11	-5	30.977637494662638	100000
ILI1e5	5-14	10/11	-4	47.81518173963375	100000
ILI1e5	5-14	10/11	-3	20.794961677856335	100000
ILI1e5	5-14	10/11	-2	77.38345146658105	100000
ILI1e5	5-14	10/11	-1	189.20391021414443	100000
ILI1e5	5-14	10/11	0	238.43688974721374	100000
ILI1e5	5-14	10/11	1	235.8464694332006	100000
ILI1e5	5-14	10/11	2	372.70437152824684	100000
ILI1e5	5-14	10/11	3	492.2633495145631	100000
ILI1e5	5-14	10/11	4	529.21089633647	100000
ILI1e5	5-14	10/11	5	529.4522117808847	100000
ILI1e5	5-14	10/11	6	473.374594031497	100000
ILI1e5	5-14	10/11	7	307.47108853943587	100000
ILI1e5	5-14	10/11	8	246.94712614282975	100000
ILI1e5	5-14	10/11	9	131.6711982079037	100000
ILI1e5	5-14	10/11	10	69.43296412630187	100000
ILI1e5	5-14	10/11	11	61.60865185283858	100000
ILI1e5	5-14	10/11	12	48.92760318911722	100000
ILI1e5	5-14	10/11	13	30.309408545569354	100000
ILI1e5	5-14	10/11	14	15.090037222091814	100000
ILI1e5	5-14	10/11	15	13.133126121787857	100000
ILI1e5	5-14	10/11	16	1.995092073499192	100000
ILI1e5	5-14	10/11	17	6.553816193543554	100000
ILI1e5	5-14	10/11	18	3.526279598709382	100000
ILI1e5	5-14	10/11	19	3.44892996947697	100000
ILI1e5	5-14	10/11	20	6.6926724797307635	100000
ILI1e5	5-14	10/11	21	NA	100000
ILI1e5	5-14	10/11	22	NA	100000
ILI1e5	5-14	10/11	23	NA	100000
ILI1e5	5-14	10/11	24	NA	100000
ILI1e5	5-14	10/11	25	NA	100000
ILI1e5	5-14	10/11	26	NA	100000
ILI1e5	5-14	10/11	27	NA	100000
ILI1e5	5-14	10/11	28	NA	100000
ILI1e5	5-14	10/11	29	NA	100000
ILI1e5	5-14	10/11	30	NA	100000
ILI1e5	5-14	10/11	31	NA	100000
ILI1e5	5-14	10/11	32	NA	100000
ILI1e5	5-14	11/12	-26	NA	100000
ILI1e5	5-14	11/12	-25	NA	100000
ILI1e5	5-14	11/12	-24	NA	100000
ILI1e5	5-14	11/12	-23	NA	100000
ILI1e5	5-14	11/12	-22	NA	100000
ILI1e5	5-14	11/12	-21	NA	100000
ILI1e5	5-14	11/12	-20	NA	100000
ILI1e5	5-14	11/12	-19	NA	100000
ILI1e5	5-14	11/12	-18	NA	100000
ILI1e5	5-14	11/12	-17	NA	100000
ILI1e5	5-14	11/12	-16	NA	100000
ILI1e5	5-14	11/12	-15	NA	100000
ILI1e5	5-14	11/12	-14	NA	100000
ILI1e5	5-14	11/12	-13	NA	100000
ILI1e5	5-14	11/12	-12	13.358149807197371	100000
ILI1e5	5-14	11/12	-11	8.583838349156208	100000
ILI1e5	5-14	11/12	-10	16.871264220065555	100000
ILI1e5	5-14	11/12	-9	20.302589798354678	100000
ILI1e5	5-14	11/12	-8	8.713285383859827	100000
ILI1e5	5-14	11/12	-7	21.002847052600465	100000
ILI1e5	5-14	11/12	-6	29.827783795663983	100000
ILI1e5	5-14	11/12	-5	29.386851976697955	100000
ILI1e5	5-14	11/12	-4	45.44553146483342	100000
ILI1e5	5-14	11/12	-3	19.984393140594964	100000
ILI1e5	5-14	11/12	-2	45.182059495090485	100000
ILI1e5	5-14	11/12	-1	74.04003267973856	100000
ILI1e5	5-14	11/12	0	107.12697578526094	100000
ILI1e5	5-14	11/12	1	49.72880454266847	100000
ILI1e5	5-14	11/12	2	165.97061934059488	100000
ILI1e5	5-14	11/12	3	281.0437889322646	100000
ILI1e5	5-14	11/12	4	439.5372020662779	100000
ILI1e5	5-14	11/12	5	468.3039152385471	100000
ILI1e5	5-14	11/12	6	465.6577415599534	100000
ILI1e5	5-14	11/12	7	484.14713349471566	100000
ILI1e5	5-14	11/12	8	346.2234605823464	100000
ILI1e5	5-14	11/12	9	220.60376590967763	100000
ILI1e5	5-14	11/12	10	130.09936243704257	100000
ILI1e5	5-14	11/12	11	88.82503784719003	100000
ILI1e5	5-14	11/12	12	52.35269854364311	100000
ILI1e5	5-14	11/12	13	42.927840729611304	100000
ILI1e5	5-14	11/12	14	22.99846971720728	100000
ILI1e5	5-14	11/12	15	12.457540549294489	100000
ILI1e5	5-14	11/12	16	15.825947890984207	100000
ILI1e5	5-14	11/12	17	20.516018907563026	100000
ILI1e5	5-14	11/12	18	14.61648911931354	100000
ILI1e5	5-14	11/12	19	16.924626177319308	100000
ILI1e5	5-14	11/12	20	16.28089979106179	100000
ILI1e5	5-14	11/12	21	NA	100000
ILI1e5	5-14	11/12	22	NA	100000
ILI1e5	5-14	11/12	23	NA	100000
ILI1e5	5-14	11/12	24	NA	100000
ILI1e5	5-14	11/12	25	NA	100000
ILI1e5	5-14	11/12	26	NA	100000
ILI1e5	5-14	11/12	27	NA	100000
ILI1e5	5-14	11/12	28	NA	100000
ILI1e5	5-14	11/12	29	NA	100000
ILI1e5	5-14	11/12	30	NA	100000
ILI1e5	5-14	11/12	31	NA	100000
ILI1e5	5-14	11/12	32	NA	100000
ILI1e5	5-14	12/13	-26	NA	100000
ILI1e5	5-14	12/13	-25	NA	100000
ILI1e5	5-14	12/13	-24	NA	100000
ILI1e5	5-14	12/13	-23	NA	100000
ILI1e5	5-14	12/13	-22	NA	100000
ILI1e5	5-14	12/13	-21	NA	100000
ILI1e5	5-14	12/13	-20	NA	100000
ILI1e5	5-14	12/13	-19	NA	100000
ILI1e5	5-14	12/13	-18	NA	100000
ILI1e5	5-14	12/13	-17	NA	100000
ILI1e5	5-14	12/13	-16	NA	100000
ILI1e5	5-14	12/13	-15	NA	100000
ILI1e5	5-14	12/13	-14	NA	100000
ILI1e5	5-14	12/13	-13	NA	100000
ILI1e5	5-14	12/13	-12	10.934538562472664	100000
ILI1e5	5-14	12/13	-11	2.7023131800821503	100000
ILI1e5	5-14	12/13	-10	18.078356763457617	100000
ILI1e5	5-14	12/13	-9	16.89403218313131	100000
ILI1e5	5-14	12/13	-8	16.803601277073696	100000
ILI1e5	5-14	12/13	-7	25.622375772803913	100000
ILI1e5	5-14	12/13	-6	25.374270489723422	100000
ILI1e5	5-14	12/13	-5	26.857499306903243	100000
ILI1e5	5-14	12/13	-4	36.16879894353462	100000
ILI1e5	5-14	12/13	-3	22.883077011088755	100000
ILI1e5	5-14	12/13	-2	45.46564397032945	100000
ILI1e5	5-14	12/13	-1	63.80971757264136	100000
ILI1e5	5-14	12/13	0	54.02276673741077	100000
ILI1e5	5-14	12/13	1	30.035580610877503	100000
ILI1e5	5-14	12/13	2	101.1469180973825	100000
ILI1e5	5-14	12/13	3	251.6088070920763	100000
ILI1e5	5-14	12/13	4	479.14975037584315	100000
ILI1e5	5-14	12/13	5	596.0765588317217	100000
ILI1e5	5-14	12/13	6	590.937943959133	100000
ILI1e5	5-14	12/13	7	594.9851253718657	100000
ILI1e5	5-14	12/13	8	532.0613530717028	100000
ILI1e5	5-14	12/13	9	370.0446113739194	100000
ILI1e5	5-14	12/13	10	348.6134334479604	100000
ILI1e5	5-14	12/13	11	190.88316850349167	100000
ILI1e5	5-14	12/13	12	179.15531882416266	100000
ILI1e5	5-14	12/13	13	60.374320788891126	100000
ILI1e5	5-14	12/13	14	30.506909402724183	100000
ILI1e5	5-14	12/13	15	25.824940227759313	100000
ILI1e5	5-14	12/13	16	15.049412236844306	100000
ILI1e5	5-14	12/13	17	15.07506495579459	100000
ILI1e5	5-14	12/13	18	4.645847077297604	100000
ILI1e5	5-14	12/13	19	8.01403346304195	100000
ILI1e5	5-14	12/13	20	6.580493537015276	100000
ILI1e5	5-14	12/13	21	NA	100000
ILI1e5	5-14	12/13	22	NA	100000
ILI1e5	5-14	12/13	23	NA	100000
ILI1e5	5-14	12/13	24	NA	100000
ILI1e5	5-14	12/13	25	NA	100000
ILI1e5	5-14	12/13	26	NA	100000
ILI1e5	5-14	12/13	27	NA	100000
ILI1e5	5-14	12/13	28	NA	100000
ILI1e5	5-14	12/13	29	NA	100000
ILI1e5	5-14	12/13	30	NA	100000
ILI1e5	5-14	12/13	31	NA	100000
ILI1e5	5-14	12/13	32	NA	100000
ILI1e5	5-14	13/14	-26	NA	100000
ILI1e5	5-14	13/14	-25	NA	100000
ILI1e5	5-14	13/14	-24	NA	100000
ILI1e5	5-14	13/14	-23	NA	100000
ILI1e5	5-14	13/14	-22	NA	100000
ILI1e5	5-14	13/14	-21	NA	100000
ILI1e5	5-14	13/14	-20	NA	100000
ILI1e5	5-14	13/14	-19	NA	100000
ILI1e5	5-14	13/14	-18	NA	100000
ILI1e5	5-14	13/14	-17	NA	100000
ILI1e5	5-14	13/14	-16	NA	100000
ILI1e5	5-14	13/14	-15	NA	100000
ILI1e5	5-14	13/14	-14	NA	100000
ILI1e5	5-14	13/14	-13	NA	100000
ILI1e5	5-14	13/14	-12	11.539729640619848	100000
ILI1e5	5-14	13/14	-11	4.951066954928788	100000
ILI1e5	5-14	13/14	-10	12.706783039621337	100000
ILI1e5	5-14	13/14	-9	19.400366990275565	100000
ILI1e5	5-14	13/14	-8	18.86317907444668	100000
ILI1e5	5-14	13/14	-7	13.804639983109617	100000
ILI1e5	5-14	13/14	-6	18.475973201805825	100000
ILI1e5	5-14	13/14	-5	16.47911860257074	100000
ILI1e5	5-14	13/14	-4	26.14144153711676	100000
ILI1e5	5-14	13/14	-3	23.444622932314505	100000
ILI1e5	5-14	13/14	-2	47.73191125156363	100000
ILI1e5	5-14	13/14	-1	60.87816756715623	100000
ILI1e5	5-14	13/14	0	65.13115045295754	100000
ILI1e5	5-14	13/14	1	55.73541095971634	100000
ILI1e5	5-14	13/14	2	170.43379458669804	100000
ILI1e5	5-14	13/14	3	445.7974613480137	100000
ILI1e5	5-14	13/14	4	453.3664796200631	100000
ILI1e5	5-14	13/14	5	362.35944562740485	100000
ILI1e5	5-14	13/14	6	261.0966057441253	100000
ILI1e5	5-14	13/14	7	174.0109145569386	100000
ILI1e5	5-14	13/14	8	116.96264075651129	100000
ILI1e5	5-14	13/14	9	82.35810874407807	100000
ILI1e5	5-14	13/14	10	52.62248472377122	100000
ILI1e5	5-14	13/14	11	28.617259219652528	100000
ILI1e5	5-14	13/14	12	27.088395809265826	100000
ILI1e5	5-14	13/14	13	24.41147990528346	100000
ILI1e5	5-14	13/14	14	29.221016404353932	100000
ILI1e5	5-14	13/14	15	17.670520523047408	100000
ILI1e5	5-14	13/14	16	3.88360826043477	100000
ILI1e5	5-14	13/14	17	5.160668822679419	100000
ILI1e5	5-14	13/14	18	1.805966914686123	100000
ILI1e5	5-14	13/14	19	2.59116585188896	100000
ILI1e5	5-14	13/14	20	2.6365977342836806	100000
ILI1e5	5-14	13/14	21	NA	100000
ILI1e5	5-14	13/14	22	NA	100000
ILI1e5	5-14	13/14	23	NA	100000
ILI1e5	5-14	13/14	24	NA	100000
ILI1e5	5-14	13/14	25	NA	100000
ILI1e5	5-14	13/14	26	NA	100000
ILI1e5	5-14	13/14	27	NA	100000
ILI1e5	5-14	13/14	28	NA	100000
ILI1e5	5-14	13/14	29	NA	100000
ILI1e5	5-14	13/14	30	NA	100000
ILI1e5	5-14	13/14	31	NA	100000
ILI1e5	5-14	13/14	32	NA	100000
ILI1e5	5-14	14/15	-26	NA	100000
ILI1e5	5-14	14/15	-25	NA	100000
ILI1e5	5-14	14/15	-24	NA	100000
ILI1e5	5-14	14/15	-23	NA	100000
ILI1e5	5-14	14/15	-22	NA	100000
ILI1e5	5-14	14/15	-21	NA	100000
ILI1e5	5-14	14/15	-20	NA	100000
ILI1e5	5-14	14/15	-19	NA	100000
ILI1e5	5-14	14/15	-18	NA	100000
ILI1e5	5-14	14/15	-17	NA	100000
ILI1e5	5-14	14/15	-16	NA	100000
ILI1e5	5-14	14/15	-15	NA	100000
ILI1e5	5-14	14/15	-14	NA	100000
ILI1e5	5-14	14/15	-13	NA	100000
ILI1e5	5-14	14/15	-12	5.387108649002935	100000
ILI1e5	5-14	14/15	-11	6.0694869549383945	100000
ILI1e5	5-14	14/15	-10	7.852306833251903	100000
ILI1e5	5-14	14/15	-9	13.50997627310417	100000
ILI1e5	5-14	14/15	-8	12.956095032957068	100000
ILI1e5	5-14	14/15	-7	14.129504760858133	100000
ILI1e5	5-14	14/15	-6	18.721713932211117	100000
ILI1e5	5-14	14/15	-5	18.94163608381674	100000
ILI1e5	5-14	14/15	-4	28.285571126088996	100000
ILI1e5	5-14	14/15	-3	45.18604326358251	100000
ILI1e5	5-14	14/15	-2	42.060988433228175	100000
ILI1e5	5-14	14/15	-1	80.78343445001319	100000
ILI1e5	5-14	14/15	0	47.73152851040915	100000
ILI1e5	5-14	14/15	1	37.69546924779299	100000
ILI1e5	5-14	14/15	2	111.94582192287764	100000
ILI1e5	5-14	14/15	3	440.919164819783	100000
ILI1e5	5-14	14/15	4	737.8087397086764	100000
ILI1e5	5-14	14/15	5	854.0637415446104	100000
ILI1e5	5-14	14/15	6	612.1886926073101	100000
ILI1e5	5-14	14/15	7	514.8843448794597	100000
ILI1e5	5-14	14/15	8	319.6526281214199	100000
ILI1e5	5-14	14/15	9	249.24698183825737	100000
ILI1e5	5-14	14/15	10	174.14299074462252	100000
ILI1e5	5-14	14/15	11	103.88425773430968	100000
ILI1e5	5-14	14/15	12	66.6342038494067	100000
ILI1e5	5-14	14/15	13	28.61784238302457	100000
ILI1e5	5-14	14/15	14	14.230245370088024	100000
ILI1e5	5-14	14/15	15	10.589294223540001	100000
ILI1e5	5-14	14/15	16	5.825129609133803	100000
ILI1e5	5-14	14/15	17	9.306969227775381	100000
ILI1e5	5-14	14/15	18	6.666349221465644	100000
ILI1e5	5-14	14/15	19	0.9307867009196173	100000
ILI1e5	5-14	14/15	20	0	100000
ILI1e5	5-14	14/15	21	NA	100000
ILI1e5	5-14	14/15	22	NA	100000
ILI1e5	5-14	14/15	23	NA	100000
ILI1e5	5-14	14/15	24	NA	100000
ILI1e5	5-14	14/15	25	NA	100000
ILI1e5	5-14	14/15	26	NA	100000
ILI1e5	5-14	14/15	27	NA	100000
ILI1e5	5-14	14/15	28	NA	100000
ILI1e5	5-14	14/15	29	NA	100000
ILI1e5	5-14	14/15	30	NA	100000
ILI1e5	5-14	14/15	31	NA	100000
ILI1e5	5-14	14/15	32	NA	100000
ILI1e5	5-14	15/16	-26	NA	100000
ILI1e5	5-14	15/16	-25	NA	100000
ILI1e5	5-14	15/16	-24	NA	100000
ILI1e5	5-14	15/16	-23	NA	100000
ILI1e5	5-14	15/16	-22	NA	100000
ILI1e5	5-14	15/16	-21	NA	100000
ILI1e5	5-14	15/16	-20	NA	100000
ILI1e5	5-14	15/16	-19	NA	100000
ILI1e5	5-14	15/16	-18	NA	100000
ILI1e5	5-14	15/16	-17	NA	100000
ILI1e5	5-14	15/16	-16	NA	100000
ILI1e5	5-14	15/16	-15	NA	100000
ILI1e5	5-14	15/16	-14	NA	100000
ILI1e5	5-14	15/16	-13	8.03614479347108	100000
ILI1e5	5-14	15/16	-12	8.513101663460064	100000
ILI1e5	5-14	15/16	-11	13.854853095260776	100000
ILI1e5	5-14	15/16	-10	8.04007171743972	100000
ILI1e5	5-14	15/16	-9	9.40519950779456	100000
ILI1e5	5-14	15/16	-8	7.463020732271595	100000
ILI1e5	5-14	15/16	-7	12.277847693299366	100000
ILI1e5	5-14	15/16	-6	11.489674612414976	100000
ILI1e5	5-14	15/16	-5	28.430265169851623	100000
ILI1e5	5-14	15/16	-4	31.662102046954896	100000
ILI1e5	5-14	15/16	-3	16.007080779262356	100000
ILI1e5	5-14	15/16	-2	28.695054633873756	100000
ILI1e5	5-14	15/16	-1	15.74555188159345	100000
ILI1e5	5-14	15/16	0	17.158755254868797	100000
ILI1e5	5-14	15/16	1	18.137299356125872	100000
ILI1e5	5-14	15/16	2	64.86196330453065	100000
ILI1e5	5-14	15/16	3	138.30453202113875	100000
ILI1e5	5-14	15/16	4	273.01092043681746	100000
ILI1e5	5-14	15/16	5	302.6863412788498	100000
ILI1e5	5-14	15/16	6	326.7563151941686	100000
ILI1e5	5-14	15/16	7	352.26704611006426	100000
ILI1e5	5-14	15/16	8	434.3863465976745	100000
ILI1e5	5-14	15/16	9	439.28916420061637	100000
ILI1e5	5-14	15/16	10	466.5804290446317	100000
ILI1e5	5-14	15/16	11	467.314985748824	100000
ILI1e5	5-14	15/16	12	254.3034011813457	100000
ILI1e5	5-14	15/16	13	108.06061937184273	100000
ILI1e5	5-14	15/16	14	77.88289691583728	100000
ILI1e5	5-14	15/16	15	58.446738435049085	100000
ILI1e5	5-14	15/16	16	48.109853550344106	100000
ILI1e5	5-14	15/16	17	41.457307264978525	100000
ILI1e5	5-14	15/16	18	29.594812203507857	100000
ILI1e5	5-14	15/16	19	17.20535824013764	100000
ILI1e5	5-14	15/16	20	9.113610265570603	100000
ILI1e5	5-14	15/16	21	NA	100000
ILI1e5	5-14	15/16	22	NA	100000
ILI1e5	5-14	15/16	23	NA	100000
ILI1e5	5-14	15/16	24	NA	100000
ILI1e5	5-14	15/16	25	NA	100000
ILI1e5	5-14	15/16	26	NA	100000
ILI1e5	5-14	15/16	27	NA	100000
ILI1e5	5-14	15/16	28	NA	100000
ILI1e5	5-14	15/16	29	NA	100000
ILI1e5	5-14	15/16	30	NA	100000
ILI1e5	5-14	15/16	31	NA	100000
ILI1e5	5-14	15/16	32	NA	100000
ILI1e5	5-14	16/17	-26	NA	100000
ILI1e5	5-14	16/17	-25	NA	100000
ILI1e5	5-14	16/17	-24	NA	100000
ILI1e5	5-14	16/17	-23	NA	100000
ILI1e5	5-14	16/17	-22	NA	100000
ILI1e5	5-14	16/17	-21	NA	100000
ILI1e5	5-14	16/17	-20	NA	100000
ILI1e5	5-14	16/17	-19	NA	100000
ILI1e5	5-14	16/17	-18	NA	100000
ILI1e5	5-14	16/17	-17	NA	100000
ILI1e5	5-14	16/17	-16	NA	100000
ILI1e5	5-14	16/17	-15	NA	100000
ILI1e5	5-14	16/17	-14	NA	100000
ILI1e5	5-14	16/17	-13	NA	100000
ILI1e5	5-14	16/17	-12	5.208333333333334	100000
ILI1e5	5-14	16/17	-11	4.447053382428803	100000
ILI1e5	5-14	16/17	-10	9.78401780691241	100000
ILI1e5	5-14	16/17	-9	5.623031938821413	100000
ILI1e5	5-14	16/17	-8	11.498878859311217	100000
ILI1e5	5-14	16/17	-7	34.440777881011115	100000
ILI1e5	5-14	16/17	-6	48.63925883034163	100000
ILI1e5	5-14	16/17	-5	63.260266455291	100000
ILI1e5	5-14	16/17	-4	74.84735079771518	100000
ILI1e5	5-14	16/17	-3	50.768714976770916	100000
ILI1e5	5-14	16/17	-2	130.5678953055589	100000
ILI1e5	5-14	16/17	-1	170.1977815599507	100000
ILI1e5	5-14	16/17	0	196.32319564230593	100000
ILI1e5	5-14	16/17	1	166.03388020016953	100000
ILI1e5	5-14	16/17	2	274.7107212859186	100000
ILI1e5	5-14	16/17	3	409.3052173462515	100000
ILI1e5	5-14	16/17	4	423.30508793166973	100000
ILI1e5	5-14	16/17	5	271.1813051547173	100000
ILI1e5	5-14	16/17	6	160.75510655556374	100000
ILI1e5	5-14	16/17	7	88.31253340770178	100000
ILI1e5	5-14	16/17	8	50.41346566241037	100000
ILI1e5	5-14	16/17	9	25.148335887461197	100000
ILI1e5	5-14	16/17	10	20.591981329936928	100000
ILI1e5	5-14	16/17	11	13.204498850431865	100000
ILI1e5	5-14	16/17	12	9.777002859773336	100000
ILI1e5	5-14	16/17	13	11.350001621428802	100000
ILI1e5	5-14	16/17	14	8.985973711942359	100000
ILI1e5	5-14	16/17	15	2.0270407232481302	100000
ILI1e5	5-14	16/17	16	4.383580859532535	100000
ILI1e5	5-14	16/17	17	5.779487772255156	100000
ILI1e5	5-14	16/17	18	1.8028900327224542	100000
ILI1e5	5-14	16/17	19	3.3693857609757742	100000
ILI1e5	5-14	16/17	20	3.4140179577344574	100000
ILI1e5	5-14	16/17	21	NA	100000
ILI1e5	5-14	16/17	22	NA	100000
ILI1e5	5-14	16/17	23	NA	100000
ILI1e5	5-14	16/17	24	NA	100000
ILI1e5	5-14	16/17	25	NA	100000
ILI1e5	5-14	16/17	26	NA	100000
ILI1e5	5-14	16/17	27	NA	100000
ILI1e5	5-14	16/17	28	NA	100000
ILI1e5	5-14	16/17	29	NA	100000
ILI1e5	5-14	16/17	30	NA	100000
ILI1e5	5-14	16/17	31	NA	100000
ILI1e5	5-14	16/17	32	NA	100000
ILI1e5	5-14	17/18	-26	NA	100000
ILI1e5	5-14	17/18	-25	NA	100000
ILI1e5	5-14	17/18	-24	NA	100000
ILI1e5	5-14	17/18	-23	NA	100000
ILI1e5	5-14	17/18	-22	NA	100000
ILI1e5	5-14	17/18	-21	NA	100000
ILI1e5	5-14	17/18	-20	NA	100000
ILI1e5	5-14	17/18	-19	NA	100000
ILI1e5	5-14	17/18	-18	NA	100000
ILI1e5	5-14	17/18	-17	NA	100000
ILI1e5	5-14	17/18	-16	NA	100000
